Module,Score,Price ($),Price Efficiency (Score/$),URL
Corsair CMR128GX4M8C3000C16 16GB,19068,,,
Crucial Technology BL32G32C16U4R.M16FB1 32GB,19068,,,
Gold Key Technology Co Ltd NMGD416F82-3200D2 16GB,19064,,,
G Skill Intl F4-3600C19-8GVRB 8GB,19063,,,
ASint Technology 8GB,19063,,,
Corsair CMW8GX4M1D3000C16 8GB,19059,,,
Avexir Technologies Corporation DDR4-3000 CL16 4GB 4GB,19056,,,
Kingston CBD32D4U2S8ME-16 16GB,19054,,,
V-Color Technology Inc. TL8G32816D-E6PRKWK 8GB,19051,,,
G Skill Intl F4-3000C14-8GTZR 8GB,19050,,,
Kingston XVTW4H-MIE 32GB,19049,,,
Mushkin MR[A/B]4U320LLLM16G 16GB,19047,,,
Corsair CMU32GX4M4C3000C16 8GB,19043,,,
Thermaltake Technology Co Ltd R017D408GX2-4000C19A 8GB,19041,,,
G Skill Intl F4-3200C16-8GTRS 8GB,19038,,,
Corsair CMW32GX4M2C3333C16 16GB,19034,,,
G Skill Intl F4-3333C16-16GTZR 16GB,19026,,,
Crucial Technology CT16G4DFRA32A.C8FE 16GB,19026,,,
Samsung M378A1K43EB2-CVF 8GB,19026,,,
Crucial Technology CT8G4DFRA32A.C8FP 8GB,19022,,,
Gold Key Technology Co Ltd NMUD480E85-3200E 8GB,19021,,,
G Skill Intl F4-3200C16-8GTZN 8GB,19021,,,
Kingston 9965754-006.C00G 16GB,19020,,,
Corsair CM4X16GD3200C16K2E 16GB,19019,,,
Mushkin MR[A/B]4U320GJJM16G 16GB,19013,,,
G Skill Intl F4-2666C18-32GTZN 32GB,19013,,,
Apacer Technology 78.CAGPN.DF40B 8GB,19009,,,
Lexar Co Limited LD4BU008G-H3600G0H 8GB,19009,,,
Kingston KF2666C16D4/32GX 32GB,19007,,,
Thermaltake Technology Co Ltd R010D408GX2-3200C16A 8GB,19005,,,
Kingston KHX3200C16D4/16GX 16GB,19001,,,
"PNY Technologies, Inc. 8GBF1X08QFHH38-135-K 8GB",19000,,,
Corsair CMT32GX4M2C3466C16 16GB,18998,,,
A-DATA Technology AX4U32008G16A-DT41 8GB,18998,,,
Chun Well Technology Holding Limited D4U0832220B 8GB,18998,,,
V-Color Technology Inc. TA48G36S818BNK 8GB,18994,,,
Corsair CMD8GX4M2B3466C18 4GB,18993,,,
Corsair CMD32GX4M4C3200C14T 8GB,18991,,,
Crucial Technology BL8G32C16U4WL.8FE 8GB,18987,,,
Kingston 9905700-118.A00G 8GB,18986,,,
Corsair CMK8GX4M1Z3200C16 8GB,18983,,,
Apacer Technology D23.27553S.004 16GB,18982,,,
Gold Key Technology Co Ltd NMUD480E86-3200 8GB,18982,,,
Kingston KF4266C19D4/8GX 8GB,18981,,,
Essencore Limited KD4AGUA80-32N220E 16GB,18979,,,
Crucial Technology BL8G32C16U4B.M8FE 8GB,18976,,,
G Skill Intl F4-3200C16-16GTRG 16GB,18976,,,
Apacer Technology GD2.1527WT.001 8GB,18973,,,
Samsung M471A2G43CB2-CWE 16GB,18973,,,
Kingston KHX3333C16D4/8GX 8GB,18972,,,
Corsair CMK32GX4M2C3000C16 16GB,18971,,,
OCMEMORY OCM3200CL16D-16GBN 8GB,18971,,,
Apacer Technology GD2.1848WS.001 16GB,18969,,,
Essencore Limited KD4AGU880-32A160U 16GB,18968,,,
Hyundai Inc AR32C16S8K2HU416R 8GB,18967,,,
Samsung M378A4G43AB2-CWE 32GB,18966,,,
Chun Well Technology Holding Limited CL16-20-20 D4-3200 32GB,18966,,,
Gold Key Technology Co Ltd NMUD416E82-3000D 16GB,18963,,,
G Skill Intl F4-3866C18-8GTZR 8GB,18956,,,
"PNY Technologies, Inc. 8GBF1X08JEEE36-12-K 8GB",18954,,,
Crucial Technology CT8G4DFS632A.C4FE 8GB,18951,,,
G Skill Intl F4-3600C17-8GTZKW 8GB,18949,,,
Essencore Limited KD48GU880-34A170X 8GB,18948,,,
Corsair CMH32GX4M2K4000C18 16GB,18947,,,
AMD R9S48G4006U2S 8GB,18939,,,
Crucial Technology CT8G4DFS832A.C8FJ 8GB,18937,,,
Transcend Information JM3200HLE-16G 16GB,18936,,,
G Skill Intl F4-3200C16-8GIS 8GB,18930,,,
Kingston HP32D4U8D8HD-16XR 16GB,18929,,,
G Skill Intl F4-3000C15-8GRKB 8GB,18927,,,
G Skill Intl F4-4000C18-8GTRS 8GB,18924,,,
A-DATA Technology AX4U360016G18I-BBKD3 16GB,18920,,,
Corsair CMW32GX4M4C3200C16 8GB,18917,,,
Crucial Technology BLS16G4D32AEST.M16FE 16GB,18917,,,
Corsair CMK32GX4M4C3000C16 8GB,18915,,,
Corsair CMW16GX4M2C3200C16 8GB,18913,,,
Avexir Technologies Corporation DDR4-3200 CL16 4GB 4GB,18912,,,
G Skill Intl F4-3000C15-16GTZ 16GB,18905,,,
G Skill Intl F4-3200C16-8GSXWB 8GB,18902,,,
Corsair CMW16GX4M1Z3200C16 16GB,18901,,,
Crucial Technology CT8G4DFS8266.C8FP 8GB,18897,,,
Samsung M471A5244GB0-CWE 4GB,18892,,,
Patriot Memory (PDP Systems) PSD416G32002S 16GB,18890,,,
G Skill Intl F4-4000C19-16GTRS 16GB,18886,,,
Crucial Technology CT16G4SFRA32A.M16FE 16GB,18884,,,
G Skill Intl F4-3866C18-16GTZR 16GB,18881,,,
"PNY Technologies, Inc. M4U08S681QMMM52-12 8GB",18881,,,
Kingmax Semiconductor GSOH22F-18---------- 16GB,18879,,,
Chun Well Technology Holding Limited D4U0832161B 8GB,18876,,,
Gold Key Technology Co Ltd GKE800SO102408-3200 8GB,18865,,,
Super Talent F3200UA8G 8GB,18864,,,
AMD R9S432G3206U2K 16GB,18864,,,
Chun Well Technology Holding Limited CL18-20-20 D4-3600 8GB,18864,,,
Micron Technology 8ATF1G64AZ-3G2E1 8GB,18855,,,
Kingston KF432C16BBK2/32 16GB,18855,,,
SanMax Technologies Inc. SMD4-U8G48ME-26V 8GB,18853,,,
Foxline FL2133D4U15S-8G 8GB,18847,,,
Crucial Technology BLS8G4D32AESEK.M8FE 8GB,18846,,,
A-DATA Technology DDR4 3200 2OZ 4GB,18843,,,
Corsair CMW16GX4M2C3466C16 8GB,18841,,,
Essencore Limited KD48GU880-32A160U 8GB,18840,,,
Kingston KKRVFX-MIF 8GB,18840,,,
Corsair CMT16GX4M2E3200C16 8GB,18838,,,
Corsair CMD16GX4M4B3400C16 4GB,18837,,,
Samsung M391A4G43AB1-CWE 32GB,18837,,,
Corsair CMK32GX4M4B3200C16 8GB,18836,,,
G Skill Intl F4-4266C19-8GTZKW 8GB,18834,,,
G Skill Intl F4-3200C16-8GTZRX 8GB,18829,,,
Wilk Elektronik S.A. GL3200D464L22/16G 16GB,18829,,,
G Skill Intl F4-3200C14-16GTZDCB 16GB,18827,,,
"PNY Technologies, Inc. 8GBF1X08QFHH39-135-K 8GB",18824,,,
G Skill Intl F4-3600C19-16GSXF 16GB,18823,,,
Corsair CMW32GX4M4C3466C16 8GB,18816,,,
Kingston KHX4133C19D4/8GX 8GB,18815,,,
PNY Technologies Inc 8GBF1X08LFHH35-12-K 8GB,18815,,,
Golden Empire CL18-20-20 D4-3600 8GB,18814,,,
Crucial Technology BLS16G4D32AESC.M16FE 16GB,18813,,,
Crucial Technology BLS8G4D32AESCK.M8FE1 8GB,18811,,,
Antec Memory DDR4-3200 C16 8GB 8GB,18810,,,
Neo Forza NMUD480E86-3000 8GB,18807,,,
Crucial Technology BL8G30C15U4W.M8FE1 8GB,18806,,,
Corsair CMT32GX4M2C3200C16 16GB,18801,,,
V-Color Technology Inc. TO432G42D819CSGAKK 32GB,18801,,,
Corsair CMW16GX4M2Z3200C16 8GB,18800,,,
Corsair CMK64GX4M4B3466C16 16GB,18790,,,
Corsair CMK8GX4M1E3200C16 8GB,18789,,,
G Skill Intl F4-3200C16-8GTZSK 8GB,18788,,,
SK Hynix HMA81GU6CJR8N-XN 8GB,18788,,,
Crucial Technology BLS8G4D30AESEK.M8FE 8GB,18786,,,
Lexar Co Limited LD4AS016G-H3200GST 16GB,18785,,,
Crucial Technology CT8G4DFRA266.C16FG 8GB,18784,,,
Apacer Technology GD2.1527WH.002 8GB,18783,,,
Avexir Technologies Corporation DDR4-2800 CL15 8GB 8GB,18781,,,
Corsair CMK16GX4M2C3600C14 8GB,18777,,,
Kingston KHX4800C19D4/8GX 8GB,18771,,,
Patriot Memory (PDP Systems) 3000 C15 Series 8GB,18769,,,
Corsair CMK16GX4M2A2800C16 8GB,18766,,,
G Skill Intl F4-3600C17-8GTZSW 8GB,18763,,,
G Skill Intl F4-4000C17-8GTRG 8GB,18762,,,
Corsair CMW32GX4M2D3000C16 16GB,18759,,,
G Skill Intl F4-3000C14-16GTZ 16GB,18754,,,
G Skill Intl F4-3200C16-8GVKB 8GB,18750,,,
Corsair CMT32GX4M2Z3200C16 16GB,18741,,,
Wilk Elektronik S.A. ILP3600D4V64L18S/8G 8GB,18740,,,
G Skill Intl F4-3200C18-16GRS 16GB,18739,,,
Crucial Technology CB8GU3200.C8RT 8GB,18739,,,
Xi�an UnilC Semiconductors Co Ltd SCC08GU03H1F1C-26V 8GB,18738,,,
Micron Technology DDR4 16GB 3200MHz 16GB,18737,,,
Kingston 9905701-179.A00G 16GB,18733,,,
Corsair CMK16GX4M2B3600C18 8GB,18730,,,
Neo Forza NMUD480E82-3200 8GB,18728,,,
G Skill Intl F4-3200C15-16GVR 16GB,18728,,,
G Skill Intl F4-3200C16-32GTRS 32GB,18727,,,
AMD R9416G3206U2S-U 16GB,18726,,,
G Skill Intl F4-3200C16-8GVRB 8GB,18726,,,
Kingston 9905734-422.A00G 32GB,18724,,,
Transcend Information JM3200HLB-8G 8GB,18720,,,
Corsair CMT32GX4M4C3000C15 8GB,18720,,,
G Skill Intl F4-3400C16-16GVK 16GB,18718,,,
Kingston KF3200C20S4/16G 16GB,18716,,,
Crucial Technology BLS8G4D26BFSE.16FE 8GB,18715,,,
Crucial Technology CT8G4DFRA32A.M4FB 8GB,18713,,,
G Skill Intl F4-4600C20-16GTRS 16GB,18711,,,
Gold Key Technology Co Ltd NMGD432F82-4000F 32GB,18710,,,
SK Hynix HMAA4GU6AJR8N-WM 32GB,18709,,,
Kingston KF432C16BB/8 8GB,18709,,,
Kingston KF3000C15D4/8GX 8GB,18709,,,
Crucial Technology CT8G4SFS832A.C8FN 8GB,18707,,,
Asgard VMA45UH-MIC1U22T2 16GB,18706,,,
SanMax Technologies Inc. SMD4-U8G46ME-32AA 8GB,18705,,,
Gloway International Co. Ltd. BSW4U3000E16082C 8GB,18704,,,
Shanghai Kuxin Microelectronics Ltd NMUD480E82-3000 8GB,18703,,,
Micron Technology 9ASF2G72AZ-3G2B1 16GB,18697,,,
Micron Technology 36ASF4G72PZ-2G9J3 32GB,18696,,,
Kingston HP32D4S2S1HC-8 8GB,18687,,,
Kingston HX432C16FB3K2/16 8GB,18686,,,
Kingston 9905702-426.A00G 8GB,18683,,,
Kingston 9905743-115.A00G 8GB,18683,,,
Crucial Technology CT16G4SFD832A.M16FE 16GB,18680,,,
Hewlett-Packard 7TE41AA# 8GB,18678,,,
Kingston 9905734-082.A00G 16GB,18677,,,
Patriot Memory (PDP Systems) PSD48G320081 8GB,18677,,,
Essencore Limited KD4AGS88C-32N220D 16GB,18670,,,
G Skill Intl F4-3200C16-8GTZR 8GB,18668,,,
ShenZhen Juhor Precision Tech Co Ltd SED3200U1816 16GB,18667,,,
Crucial Technology BL8G32C16U4RL.M8FE1 8GB,18666,,,
Jazer JAD3200U1816RGB 16GB,18665,,,
G Skill Intl F4-3000C14-8GVK 8GB,18665,,,
Wilk Elektronik S.A. IR3200S464L16SA/8G 8GB,18664,,,
King Tiger Technology TMKS8G68AHFHD-32A 8GB,18660,,,
SK Hynix HMAA1GU6CJR6N-XN 8GB,18654,,,
Crucial Technology BLS4G4D26BFSC.8FD2 4GB,18652,,,
Apacer Technology D12.2756CS.001 8GB,18652,,,
Corsair CMG32GX4M2C3200C18 16GB,18652,,,
Avexir Technologies Corporation DDR4-3200 CL16 8GB 8GB,18649,,,
Micron Technology 18ADF2G72AZ-2G6E1 16GB,18648,,,
ATP Electronics Inc. X4D08QA8BNRCSE-B-FO1 8GB,18648,,,
Kingston ACR32D4U2S1MB-8 8GB,18644,,,
Micron Technology 18ASF2G72AZ-2G6E2 16GB,18643,,,
G Skill Intl F4-2933C14-8GFX 8GB,18643,,,
Samsung M378A2G43AB3-CWE 16GB,18641,,,
AMD R9416G3206S2S 16GB,18638,,,
Corsair CMH64GX4M4E3200C16 16GB,18636,,,
Kingston 9905702-135.A00G 8GB,18634,,,
Colorful Technology Ltd BA08G3200D4TP16 8GB,18632,,,
A-DATA Technology CBDAD4S32008G22-BGN 8GB,18631,,,
Kingston HP37D4U1S8HC-16X 16GB,18628,,,
Corsair CM4X16GE2666C16K8 16GB,18624,,,
G Skill Intl F4-3200C14-8GAO 8GB,18623,,,
Crucial Technology CT8G4DFD8266 8GB,18623,,,
Gloway International Co. Ltd. BSW4U3200E16082C 8GB,18623,,,
Corsair CMK32GX4M2Z3600C20 16GB,18622,,,
Corsair CMW64GX4M2E3200C16 32GB,18618,,,
G Skill Intl F4-3333C16-16GTZKW 16GB,18615,,,
Kingston KF2666C16D4/16G 16GB,18608,,,
Micron Technology 16ATF4G64AZ-2G6E1 32GB,18605,,,
Corsair CMD16GX4M2A2400C14 8GB,18605,,,
Corsair CMU16GX4M2D3200C16 8GB,18600,,,
Cuso JH4U3200E16082C 8GB,18598,,,
Transcend Information JM3200HSB-16G 16GB,18598,,,
Apacer Technology GD2.1827WH.003 8GB,18596,,,
G Skill Intl F4-3000C15-8GVR 8GB,18595,,,
Corsair CMT128GX4M4C3200C16 32GB,18594,,,
Jazer JAD3200U1808 8GB,18594,,,
Corsair CMD32GX4M4B3200C16 8GB,18591,,,
Crucial Technology BLS8G4D30AESCK.M8FE 8GB,18590,,,
G Skill Intl F4-3000C14-16GVK 16GB,18587,,,
Shenzhen WODPOSIT Technology Co WPBH32D408SWM-16G 16GB,18585,,,
SK Hynix GKE160SO102408-3000 16GB,18585,,,
Apacer Technology D12.2755BS.001 16GB,18585,,,
Corsair CMR32GX4M2D3000C16 16GB,18584,,,
EXCELERAM EKBLACK4163016AD 8GB,18582,,,
Kingston 9905701-021.A00G 16GB,18578,,,
JUHOR JHD3000U1916JG 16GB,18576,,,
Thermaltake Technology Co Ltd R019D408GX2-3200C16A 8GB,18573,,,
Corsair CMK16GX4M1E3200C16 16GB,18571,,,
G Skill Intl F4-3200C16-8GFX 8GB,18569,,,
Kingston KHX3466C16D4/8GX 8GB,18569,,,
Crucial Technology CT16G4DFD8266.M16FR 16GB,18568,,,
Transcend Information JM3200HSE-32G 32GB,18564,,,
Crucial Technology BLS8G4D30AESBK.M8FE 8GB,18560,,,
Crucial Technology BLS8G4D26BFSEK.8FBR 8GB,18560,,,
Crucial Technology CT16G4SFS832A.M8FB 16GB,18558,,,
A-DATA Technology AD4S3200J4G22-B 4GB,18557,,,
UMAX Technology D4-3200-16G-1024X8-L 16GB,18554,,,
Mushkin MR[A/B]4U360JNNM8G 8GB,18553,,,
Corsair CMU32GX4M4C3200C16 8GB,18553,,,
Kingston KF2666C13D4/8GX 8GB,18552,,,
Mushkin MR[A/B]4U320GJJM8G 8GB,18552,,,
GIGA - BYTE Technology Co Ltd AR32C16S8K2HU416R 8GB,18550,,,
Corsair CMK32GX4M4B3466C16 8GB,18548,,,
G Skill Intl F4-3200C14-8GTZSW 8GB,18547,,,
G Skill Intl F4-3200C16-8GSXFB 8GB,18547,,,
G Skill Intl F4-3300C16-16GTZKW 16GB,18542,,,
Crucial Technology CT8G4DFD8213.16FA11 8GB,18542,,,
Corsair CMK16GX4M2B3200C16 8GB,18541,,,
Avant Technology W641GU42J2320NN 8GB,18541,,,
Corsair CMT16GX4M2C3466C16 8GB,18540,,,
Chun Well Technology Holding Limited D4U3232160B 32GB,18539,,,
G Skill Intl F4-3200C16-16GTZKW 16GB,18537,,,
G Skill Intl F4-4133C19-8GTZSWF 8GB,18532,,,
Crucial Technology BL16G26C16U4R.16FE 16GB,18531,,,
"PNY Technologies, Inc. 8GBU1X08QJLL42-12-K 8GB",18530,,,
Samsung V-GeN D4S4GL32A8TL 4GB,18529,,,
Kingston KHX3200C20S4/16GX 16GB,18525,,,
Panram International Corporation W4U3200PS-8G 8GB,18522,,,
JUHOR JHD3200U1816JG 8GB,18521,,,
Crucial Technology CT8G4SFS832A.C8FP 8GB,18520,,,
Silicon Power Computer & Communications SP016GXLZU320BSB 16GB,18520,,,
Corsair CMK16GX4M4B3200C16 4GB,18519,,,
Corsair CMK64GX4M8X3800C19 8GB,18519,,,
Essencore Limited KD48GU880-32N220A 8GB,18516,,,
Corsair CMK64GX4M4C3000C16 16GB,18516,,,
A-DATA Technology AO1P32MC8T1-BW3S 8GB,18514,,,
Crucial Technology BL8G32C16U4BL.M8FE1 8GB,18514,,,
Corsair CMR16GX4M2F4000C19 8GB,18513,,,
Samsung V-GeN D4S8GL32A8TXV 8GB,18508,,,
GIGA - BYTE Technology Co Ltd AR32C16S8K2SU416R 8GB,18507,,,
Corsair CMW128GX4M4E3200C16 32GB,18507,,,
Kingston KVR32S22S8-8GB-3200 8GB,18506,,,
Apacer Technology 78.BAGMD.AF20B 4GB,18504,,,
Avexir Technologies Corporation DDR4-3000 CL16 8GB 8GB,18500,,,
Corsair CMR16GX4M2Z3200C16 8GB,18499,,,
Corsair CM4X16GC3000C15D4 16GB,18496,,,
Crucial Technology CT8G4DFS632A.M4FE 8GB,18496,,,
Crucial Technology BL16G32C16S4B.8FB 16GB,18495,,,
G Skill Intl F4-3200C16-8GTRG 8GB,18491,,,
Kingston KHX3200C18D4/8G 8GB,18490,,,
G Skill Intl F4-3200C14-8GTZKO 8GB,18482,,,
Crucial Technology CT32G4DFD832A.C16FB 32GB,18480,,,
G Skill Intl F4-4000C19-8GTZ 8GB,18480,,,
G Skill Intl F4-3200C16-8GTZB 8GB,18478,,,
Corsair CMD16GX4M2B3200C16 8GB,18477,,,
Essencore Limited KD4AGU880-34A170X 16GB,18476,,,
Essencore Limited KD4AGUA8M-32N2200 16GB,18475,,,
Lexar Co Limited LD4S16G32C22ST 16GB,18474,,,
KingSpec KS3200D4P12008G 8GB,18471,,,
AMD R9S48G3206U2S 8GB,18471,,,
Micron Technology 4ATF51264AZ-3G2J1 4GB,18468,,,
Kingston 9905744-035.A00G 16GB,18468,,,
Samsung V-GeN D4S16GL32A8TS 16GB,18465,,,
A-DATA Technology AL1P32NC8T1-B91S 8GB,18463,,,
Crucial Technology CT8G4DFD824A.C16FDR2 8GB,18462,,,
Corsair CMT16GX4M2C3200C16 8GB,18458,,,
Thermaltake Technology Co Ltd R016D416GX2-3600C18A 16GB,18457,,,
Patriot Memory (PDP Systems) 3400 C16 Series 8GB,18453,,,
G Skill Intl F4-3600C19-8GSXKB 8GB,18449,,,
G Skill Intl F4-3200C15-16GVK 16GB,18448,,,
Corsair CMK16GX4M1C3000C16 16GB,18446,,,
Corsair CMD32GX4M4B2400C10 8GB,18445,,,
Corsair CMU32GX4M2C3000C15 16GB,18444,,,
Corsair CMU16GX4M2C3200C16 8GB,18444,,,
SK Hynix HMA82GR7MFR8N-XNC 16GB,18438,,,
G Skill Intl F4-4133C19-8GTZA 8GB,18434,,,
G Skill Intl F4-3200C16-16GTZKY 16GB,18432,,,
Corsair CM4X8GD3000C15K4 8GB,18431,,,
Micron Technology 4ATF1G64HZ-3G2E2 8GB,18428,,,
Corsair CM4X32GC3200C16K2E 32GB,18423,,,
OM Nanotech Pvt.Ltd V1D4S816GB2G82G83200 16GB,18421,,,
Kingston 9905744-027.A00G 16GB,18419,,,
Crucial Technology CT4G4DFS824A.C8FG 4GB,18417,,,
Thermaltake Technology Co Ltd R009D408GX2-3200C16A 8GB,18416,,,
G Skill Intl F4-3200C16-16GTZA 16GB,18414,,,
Corsair CMRX8GD3000C16R4D 8GB,18414,,,
Samsung M378A1K43BB2-CTD 8GB,18412,,,
Corsair CMU32GX4M2C3000C16 16GB,18412,,,
Crucial Technology BL8G32C16U4R.M8FE1 8GB,18411,,,
Crucial Technology BLS8G4D32AESBK.M8FE 8GB,18407,,,
Gloway International Co. Ltd. ABY4U3000E16082C 8GB,18406,,,
Kingston KHX2666C13D4/8GX 8GB,18405,,,
Solarflare Communications CT16G4DFD824A.C16FBR 16GB,18405,,,
G Skill Intl F4-2666C19-8GSXK 8GB,18403,,,
Kingston KHX3200C16D4/8GX 8GB,18402,,,
Hewlett-Packard 7EH92AA# 8GB,18402,,,
G Skill Intl F4-3000C16-16GTRG 16GB,18400,,,
Crucial Technology BLS8G4D32AESBK.M8FE1 8GB,18399,,,
Hoodisk Electronics Co Ltd GKE800UD102408-2666 8GB,18399,,,
Corsair CMD16GX4M4C3200C16 4GB,18399,,,
Kingston 9905744-010.A00G 16GB,18397,,,
G Skill Intl F4-3000C15-8GTZ 8GB,18395,,,
G Skill Intl F4-4400C18-8GTRS 8GB,18393,,,
Acer BL.9BWWR.215 8GB,18392,,,
G Skill Intl F4-3200C16-8GVGB 8GB,18386,,,
Crucial Technology BLS8G4D26BFSE.16FBR2 8GB,18385,,,
Apacer Technology 78.CAGPW.40C0B 8GB,18380,,,
Kingston 99U5713-012.A00G 8GB,18380,,,
V-Color Technology Inc. TL48G30S8KGRGB15 8GB,18377,,,
Corsair CMSX16GX4M2A3200C22 8GB,18374,,,
Corsair CMU32GX4M2C3200C16 16GB,18371,,,
Corsair CMK4GX4M1A2400C14 4GB,18366,,,
G Skill Intl F4-3000C14-8GVR 8GB,18365,,,
Kingston XW21KG-MIE2 8GB,18363,,,
Corsair CMW32GX4M2Z3200C16 16GB,18362,,,
Kingston KF3200C20S4/32GX 32MB,18359,,,
Corsair CMR16GX4M2Z2933C16 8GB,18359,,,
G Skill Intl F4-2933C14-8GTZRX 8GB,18355,,,
Advantech Co Ltd SQR-UD4N16G2K6SNCB 16GB,18351,,,
G Skill Intl F4-3200C16-8GVK 8GB,18347,,,
G Skill Intl F4-3200C16-8GSXKB 8GB,18345,,,
Corsair CMU32GX4M4C3466C16 8GB,18345,,,
SK Hynix HMA82GU6CJR8N-XN 16GB,18342,,,
Corsair CMK64GX4M4G4000C18 16GB,18342,,,
Corsair CMR16GX4M2D3000C16 8GB,18339,,,
G Skill Intl F4-2400C17-8GDBVR 8GB,18337,,,
Crucial Technology CT16G4DFRA32A.C16FN 16GB,18336,,,
Wilk Elektronik S.A. GR3200S464L22/16G 16GB,18334,,,
Hewlett-Packard 2E2M9AA# 32GB,18333,,,
V-GEN D4S8GL30A8TS5 8GB,18332,,,
Samsung M378A1G44AB0-CWE 8GB,18331,,,
Crucial Technology CT8G4SFS832A.M8FR 8GB,18329,,,
Neo Forza NMUD480E82-3200D 8GB,18328,,,
Corsair CMH128GX4M4E3200C16 32GB,18326,,,
Thermaltake Technology Co Ltd R009D408GX2-4400C19A 8GB,18324,,,
Corsair CMT16GX4M2C3000C15 8GB,18322,,,
G Skill Intl F4-3000C15-4GVR 4GB,18320,,,
Kingston KHX3200C20S4/16G 16GB,18319,,,
Corsair CM4B8G4J2400A16K2-ON 8GB,18318,,,
Wilk Elektronik S.A. GX2426D464S/8GSBS2 8GB,18317,,,
Essencore Limited KD4AGU88C-26N1900 16GB,18317,,,
Hewlett-Packard 8MG00AA# 8GB,18316,,,
Chun Well Technology Holding Limited MD4U0836180BCW 8GB,18316,,,
Chun Well Technology Holding Limited D4U1632160B 16GB,18313,,,
ASint Technology ASSD4320008G8b223 8GB,18311,,,
G Skill Intl F4-3000C15-4GTZB 4GB,18310,,,
Crucial Technology BLT8G4D30AET4K.M8FE1 8GB,18307,,,
Corsair CMW64GX4M4Z2933C16 16GB,18306,,,
Lenovo LMKUFG68AHFHD-32A 16GB,18302,,,
G Skill Intl F4-3600C17-16GTZKK 16GB,18301,,,
Kingston KF2933C17S4/16G 16GB,18296,,,
Corsair CMK128GX4M8E3200C16 16GB,18292,,,
Kingston LV32D4S2S8SD-8 8GB,18291,,,
Corsair CMD32GX4M4C3200C16-R 8GB,18285,,,
Corsair CMD16GX4M2E4000C19 8GB,18279,,,
SK Hynix HMAA4GU6CJR8N-XN 32GB,18269,,,
SK Hynix HMAG56EXNSA051N 4GB,18269,,,
Chun Well Technology Holding Limited MD4U1636181DCW 16GB,18268,,,
Lenovo 16GB,18261,,,
Gold Key Technology Co Ltd NMUD480E85-3000D 8GB,18260,,,
Corsair CMK16GX4M1B3000C15 16GB,18259,,,
G Skill Intl F4-4266C17-8GTZRB 8GB,18253,,,
Crucial Technology CT8G4DFRA32A.C4FE 8GB,18251,,,
Avant Technology J644GU44J2320NQ 32GB,18250,,,
Corsair CMU32GX4M4C3400C16 8GB,18250,,,
Corsair CMR32GX4M2C3200C16 16GB,18250,,,
A-DATA Technology AX4U32008G16A-SB10 8GB,18248,,,
G Skill Intl F4-3200C15-8GVK 8GB,18246,,,
EVGA 8GX-D4-3200-MR 8GB,18244,,,
JUHOR JHD2666U1916JG 16GB,18244,,,
Kingston KHX3200C20S4/32GX 32GB,18242,,,
G Skill Intl F4-2133C15-8GRB 8GB,18242,,,
Essencore Limited KD4BGSA8C-32N220A 32GB,18242,,,
Samsung M378A5244CB0-CWE 4GB,18239,,,
Corsair CMW32GX4M4Z3200C16 8GB,18238,,,
Corsair CM4X16GC3000C16K4D 16GB,18238,,,
Apacer Technology 78.D2GFH.4030B 16GB,18238,,,
Crucial Technology BL8G32C16U4W.M8FE 8GB,18237,,,
Corsair CMK32GX4M2L3200C16 16GB,18234,,,
Corsair CMT32GX4M2K4000C19 16GB,18232,,,
Corsair CMD32GX4M2B2800C14 16GB,18231,,,
G Skill Intl F4-3733C17-16GTZKK 16GB,18229,,,
Samsung M378A1G44BB0-CWE 8GB,18227,,,
Hewlett-Packard 7EH93AA# 16GB,18227,,,
V-Color Technology Inc. TL48G30S8KSRGB15 8GB,18225,,,
AMD R9S416G3206U2K 8GB,18225,,,
Kingston HX432C16FB3/32 32GB,18223,,,
Kingston KHX2666C16D4/32GX 32GB,18222,,,
Micron Technology 16ATF2G64AZ-2G6B1 16GB,18221,,,
Kingston KHX3000C16D4/16GX 16GB,18221,,,
G Skill Intl F4-3466C16-8GTZKW 8GB,18220,,,
Essencore Limited IM4AGU88A30-FGGHMZ 16GB,18220,,,
G Skill Intl F4-2400C14-16GVK 16GB,18217,,,
Samsung 8G3200CL22 8GB,18216,,,
Smart Modular SMS4WEC3C1J0446SAG 8GB,18216,,,
Corsair CM4X8GF3000C15K4 8GB,18213,,,
Micron Technology 4ATF1G64AZ-3G2E1 8GB,18213,,,
Golden Empire CL16-18-18 D4-3200 8GB,18210,,,
OCPC MMX2K16GD432C16 8GB,18209,,,
Micron Technology 8ATF2G64AZ-2G6E1 16GB,18206,,,
Corsair CMW16GX4M1D3000C16 16GB,18204,,,
Corsair CMK32GX4M4B3333C16 8GB,18200,,,
Apacer Technology 78.CAGNG.4020B 8GB,18198,,,
Crucial Technology BL32G32C16U4W.M16FB1 32GB,18197,,,
Crucial Technology CT16G4DFD832A.C16FN 16GB,18188,,,
Corsair CM4B16G4J2400A16K2-O 16GB,18188,,,
A-DATA Technology AM2P32NC8W1-BCFS 8GB,18185,,,
Corsair CMT16GX4M2K4266C19 8GB,18184,,,
Corsair CMD64GX4M4B3466C16 16GB,18178,,,
V-Color Technology Inc. TL8G36818C-I2PSAAS 8GB,18177,,,
Crucial Technology CT8G4DFS824A.M8FGM 8GB,18177,,,
Wilk Elektronik S.A. IRX3000D464L16S/8G 8GB,18176,,,
Corsair CMR32GX4M4D3000C16 8GB,18174,,,
